Date,Open,High,Low,Close,Currency
2011-09-30,1.839,1.893,1.8398,1.8785,BRL
2011-10-03,1.8772,1.918,1.8708,1.8925,BRL
2011-10-04,1.8909,1.902,1.8563,1.857,BRL
2011-10-05,1.8548,1.8623,1.8234,1.8312,BRL
2011-10-06,1.8312,1.8383,1.7773,1.78,BRL
2011-10-07,1.7783,1.7853,1.7518,1.7712,BRL
2011-10-10,1.775,1.7755,1.7363,1.7619,BRL
2011-10-11,1.7619,1.7841,1.7512,1.7745,BRL
2011-10-12,1.7745,1.775,1.775,1.7745,BRL
2011-10-13,1.7545,1.7668,1.738,1.7503,BRL
2011-10-14,1.7504,1.7517,1.7258,1.7314,BRL
2011-10-17,1.7314,1.7763,1.7318,1.7731,BRL
2011-10-18,1.7728,1.7866,1.7465,1.7519,BRL
2011-10-19,1.7519,1.7786,1.7423,1.7726,BRL
2011-10-20,1.7726,1.8098,1.7621,1.7807,BRL
2011-10-21,1.7807,1.7923,1.7658,1.7743,BRL
2011-10-24,1.7746,1.7853,1.7468,1.7503,BRL
2011-10-25,1.7503,1.7688,1.7353,1.7655,BRL
2011-10-26,1.7655,1.772,1.7445,1.7579,BRL
2011-10-27,1.7579,1.7412,1.6999,1.709,BRL
2011-10-28,1.709,1.7147,1.6711,1.672,BRL
2011-10-31,1.672,1.719,1.6725,1.7167,BRL
2011-11-01,1.7167,1.7625,1.717,1.7444,BRL
2011-11-02,1.7167,1.7625,1.717,1.7355,BRL
2011-11-03,1.7308,1.7461,1.713,1.7362,BRL
2011-11-04,1.7343,1.7615,1.7257,1.752,BRL
2011-11-07,1.7523,1.764,1.7428,1.7459,BRL
2011-11-08,1.7457,1.753,1.732,1.7318,BRL
2011-11-09,1.7316,1.7835,1.7324,1.779,BRL
2011-11-10,1.779,1.7835,1.754,1.7609,BRL
2011-11-11,1.7609,1.765,1.7414,1.7419,BRL
2011-11-14,1.7454,1.7725,1.7448,1.7666,BRL
2011-11-15,1.7666,1.7725,1.7671,1.7708,BRL
2011-11-16,1.7678,1.786,1.7652,1.7692,BRL
2011-11-17,1.7692,1.7892,1.7641,1.778,BRL
2011-11-18,1.7777,1.7913,1.765,1.7856,BRL
2011-11-21,1.8037,1.8203,1.8003,1.8076,BRL
2011-11-22,1.8065,1.8301,1.7973,1.8179,BRL
2011-11-23,1.8179,1.8748,1.8177,1.8667,BRL
2011-11-24,1.8667,1.9043,1.8488,1.8975,BRL
2011-11-25,1.8949,1.9143,1.8736,1.891,BRL
2011-11-28,1.8615,1.8715,1.8487,1.8539,BRL
2011-11-29,1.854,1.8548,1.8333,1.8445,BRL
2011-11-30,1.846,1.848,1.7948,1.8078,BRL
2011-12-01,1.8078,1.81,1.7814,1.799,BRL
2011-12-02,1.7985,1.8031,1.7772,1.7907,BRL
2011-12-05,1.7904,1.7944,1.7757,1.7852,BRL
2011-12-06,1.7852,1.7999,1.7763,1.791,BRL
2011-12-07,1.791,1.8038,1.7865,1.7987,BRL
2011-12-08,1.798,1.8273,1.7814,1.8215,BRL
2011-12-09,1.8245,1.825,1.7965,1.7974,BRL
2011-12-12,1.7974,1.848,1.7974,1.8434,BRL
2011-12-13,1.8434,1.8701,1.8334,1.8642,BRL
2011-12-14,1.8645,1.885,1.862,1.8793,BRL
2011-12-15,1.8789,1.8829,1.8528,1.8597,BRL
2011-12-16,1.8594,1.8645,1.8403,1.8515,BRL
2011-12-19,1.8504,1.872,1.8512,1.8682,BRL
2011-12-20,1.8676,1.8684,1.837,1.8445,BRL
2011-12-21,1.8445,1.8625,1.8407,1.8602,BRL
2011-12-22,1.8597,1.8653,1.8493,1.8557,BRL
2011-12-23,1.8551,1.8636,1.8473,1.8567,BRL
2011-12-26,1.857,1.8614,1.8512,1.8553,BRL
2011-12-27,1.8553,1.8639,1.8533,1.8609,BRL
2011-12-28,1.8589,1.8884,1.8559,1.8739,BRL
2011-12-29,1.8735,1.8879,1.8642,1.8652,BRL
2011-12-30,1.8652,1.8662,1.8632,1.8627,BRL
2012-01-02,1.8656,1.8752,1.8548,1.8708,BRL
2012-01-03,1.872,1.8731,1.8293,1.8299,BRL
2012-01-04,1.8294,1.8364,1.8198,1.8318,BRL
2012-01-05,1.8306,1.8489,1.8301,1.8432,BRL
2012-01-06,1.8432,1.8584,1.8368,1.8574,BRL
2012-01-09,1.8558,1.8569,1.8307,1.8326,BRL
2012-01-10,1.8317,1.8325,1.7943,1.799,BRL
2012-01-11,1.7993,1.8125,1.7965,1.8025,BRL
2012-01-12,1.8025,1.8043,1.7744,1.7775,BRL
2012-01-13,1.7784,1.8082,1.7684,1.7844,BRL
2012-01-16,1.7857,1.7893,1.7805,1.7854,BRL
2012-01-17,1.7867,1.7888,1.7667,1.7875,BRL
2012-01-18,1.7875,1.7887,1.7616,1.7649,BRL
2012-01-19,1.7662,1.7755,1.7574,1.765,BRL
2012-01-20,1.7668,1.7728,1.7548,1.7543,BRL
2012-01-23,1.7555,1.76,1.7485,1.7547,BRL
2012-01-24,1.7563,1.7695,1.7509,1.758,BRL
2012-01-25,1.758,1.764,1.7571,1.76,BRL
2012-01-26,1.7598,1.7612,1.7316,1.75,BRL
2012-01-27,1.75,1.7516,1.7355,1.7372,BRL
2012-01-30,1.746,1.7575,1.746,1.7498,BRL
2012-01-31,1.7476,1.7539,1.7337,1.7463,BRL
2012-02-01,1.749,1.7494,1.7289,1.7339,BRL
2012-02-02,1.7339,1.7385,1.7185,1.7193,BRL
2012-02-03,1.7183,1.7289,1.7138,1.716,BRL
2012-02-06,1.7181,1.7353,1.7122,1.7263,BRL
2012-02-07,1.7263,1.733,1.7183,1.7258,BRL
2012-02-08,1.7257,1.7265,1.714,1.7212,BRL
2012-02-09,1.7213,1.7271,1.7159,1.716,BRL
2012-02-10,1.716,1.7318,1.7164,1.7205,BRL
2012-02-13,1.722,1.7232,1.7098,1.716,BRL
2012-02-14,1.716,1.728,1.7125,1.721,BRL
2012-02-15,1.7236,1.7294,1.7129,1.7287,BRL
2012-02-16,1.7282,1.738,1.713,1.716,BRL
2012-02-17,1.716,1.7181,1.7098,1.7145,BRL
2012-02-20,1.7171,1.7171,1.7171,1.7171,BRL
2012-02-21,1.7171,1.7179,1.7175,1.717,BRL
2012-02-22,1.7127,1.7168,1.7037,1.7063,BRL
2012-02-23,1.7048,1.7155,1.6958,1.7132,BRL
2012-02-24,1.7143,1.7151,1.7005,1.709,BRL
2012-02-27,1.7085,1.716,1.7023,1.7069,BRL
2012-02-28,1.7078,1.7102,1.6938,1.6947,BRL
2012-02-29,1.6949,1.7274,1.687,1.7167,BRL
2012-03-01,1.7167,1.7289,1.7095,1.713,BRL
2012-03-02,1.713,1.7359,1.7135,1.7301,BRL
2012-03-05,1.7291,1.7414,1.7243,1.7387,BRL
2012-03-06,1.7387,1.7655,1.7388,1.7576,BRL
2012-03-07,1.7576,1.7749,1.7533,1.7657,BRL
2012-03-08,1.7657,1.7811,1.7545,1.7602,BRL
2012-03-09,1.7596,1.7953,1.7603,1.7904,BRL
2012-03-12,1.7904,1.8332,1.7909,1.799,BRL
2012-03-13,1.7961,1.827,1.789,1.7918,BRL
2012-03-14,1.7918,1.8263,1.7915,1.8049,BRL
2012-03-15,1.8065,1.8106,1.7854,1.7983,BRL
2012-03-16,1.7999,1.8063,1.7939,1.8003,BRL
2012-03-19,1.802,1.8223,1.8003,1.8207,BRL
2012-03-20,1.8187,1.8345,1.8118,1.8137,BRL
2012-03-21,1.8151,1.8301,1.8138,1.8226,BRL
2012-03-22,1.8191,1.8321,1.8169,1.8187,BRL
2012-03-23,1.8187,1.8252,1.8075,1.8093,BRL
2012-03-26,1.8105,1.8192,1.8037,1.8168,BRL
2012-03-27,1.8178,1.8231,1.8082,1.8212,BRL
2012-03-28,1.8212,1.8283,1.8142,1.8222,BRL
2012-03-29,1.8252,1.8374,1.8177,1.8217,BRL
2012-03-30,1.8217,1.8308,1.8118,1.8257,BRL
2012-04-02,1.8257,1.8363,1.8229,1.8319,BRL
2012-04-03,1.8328,1.8357,1.8193,1.8247,BRL
2012-04-04,1.8251,1.8343,1.8245,1.8256,BRL
2012-04-05,1.8263,1.8334,1.8212,1.8211,BRL
2012-04-06,1.8211,1.8211,1.8211,1.8211,BRL
2012-04-09,1.8254,1.8317,1.8167,1.8165,BRL
2012-04-10,1.8162,1.8378,1.8158,1.8329,BRL
2012-04-11,1.8329,1.8376,1.8245,1.8351,BRL
2012-04-12,1.8351,1.8435,1.8222,1.8264,BRL
2012-04-13,1.8264,1.842,1.8272,1.8366,BRL
2012-04-16,1.8367,1.8491,1.8312,1.8466,BRL
2012-04-17,1.8466,1.8616,1.8399,1.8604,BRL
2012-04-18,1.8604,1.8842,1.8573,1.8782,BRL
2012-04-19,1.8782,1.8939,1.8788,1.8799,BRL
2012-04-20,1.8799,1.8872,1.8613,1.8717,BRL
2012-04-23,1.876,1.8914,1.8725,1.8799,BRL
2012-04-24,1.8792,1.8843,1.874,1.8816,BRL
2012-04-25,1.8781,1.8879,1.8753,1.8781,BRL
2012-04-26,1.8814,1.8909,1.8778,1.8847,BRL
2012-04-27,1.8861,1.8883,1.881,1.8853,BRL
2012-04-30,1.8891,1.9118,1.8824,1.908,BRL
2012-05-01,1.9044,1.9047,1.9044,1.9037,BRL
2012-05-02,1.9074,1.93,1.9065,1.9235,BRL
2012-05-03,1.9231,1.9364,1.9073,1.9082,BRL
2012-05-04,1.9084,1.9301,1.9069,1.9265,BRL
2012-05-07,1.9275,1.9359,1.9185,1.9187,BRL
2012-05-08,1.9208,1.943,1.9197,1.9388,BRL
2012-05-09,1.9412,1.9727,1.9381,1.971,BRL
2012-05-10,1.9712,1.9712,1.9439,1.9524,BRL
2012-05-11,1.9527,1.9689,1.939,1.9655,BRL
2012-05-14,1.9664,2.0073,1.9664,1.9946,BRL
2012-05-15,1.9898,2.0063,1.9813,2.001,BRL
2012-05-16,2.0021,2.0083,1.9869,1.9995,BRL
2012-05-17,2.0003,2.013,1.989,2.0087,BRL
2012-05-18,2.0092,2.0581,1.9923,2.0225,BRL
2012-05-21,2.0214,2.0501,2.0189,2.0412,BRL
2012-05-22,2.0417,2.0925,2.0374,2.0904,BRL
2012-05-23,2.0907,2.1065,2.0281,2.0306,BRL
2012-05-24,2.0308,2.0529,2.0228,2.028,BRL
2012-05-25,2.0283,2.0323,1.9834,1.9843,BRL
2012-05-28,1.9833,1.9841,1.9705,1.983,BRL
2012-05-29,1.9833,2.001,1.978,1.9894,BRL
2012-05-30,1.9925,2.0191,1.9925,2.0157,BRL
2012-05-31,2.016,2.0288,2.0024,2.0221,BRL
2012-06-01,2.0226,2.0506,2.0222,2.0398,BRL
2012-06-04,2.0404,2.0594,2.0318,2.0558,BRL
2012-06-05,2.0561,2.063,2.0148,2.024,BRL
2012-06-06,2.0248,2.0339,2.0118,2.0325,BRL
2012-06-07,2.0328,2.0328,2.0328,2.0315,BRL
2012-06-08,2.0326,2.0436,2.019,2.0206,BRL
2012-06-11,2.0207,2.0666,2.0153,2.065,BRL
2012-06-12,2.0652,2.0716,2.047,2.0676,BRL
2012-06-13,2.0668,2.0759,2.0514,2.0716,BRL
2012-06-14,2.0717,2.0745,2.0494,2.0564,BRL
2012-06-15,2.057,2.0599,2.0366,2.0482,BRL
2012-06-18,2.0445,2.0688,2.0445,2.0631,BRL
2012-06-19,2.0583,2.0583,2.0259,2.0277,BRL
2012-06-20,2.0277,2.0388,2.0214,2.0251,BRL
2012-06-21,2.0263,2.0635,2.0236,2.0628,BRL
2012-06-22,2.0627,2.068,2.0484,2.0665,BRL
2012-06-25,2.0675,2.079,2.0609,2.061,BRL
2012-06-26,2.0614,2.0778,2.0583,2.0724,BRL
2012-06-27,2.0755,2.0969,2.0693,2.0757,BRL
2012-06-28,2.0772,2.0995,2.0719,2.0755,BRL
2012-06-29,2.077,2.077,2.0045,2.0092,BRL
2012-07-02,2.0062,2.0134,1.984,1.9847,BRL
2012-07-03,1.9836,2.0194,1.9779,2.0154,BRL
2012-07-04,2.0114,2.0367,2.0095,2.0274,BRL
2012-07-05,2.0274,2.0391,2.012,2.0192,BRL
2012-07-06,2.0192,2.0417,2.0155,2.0278,BRL
2012-07-09,2.0266,2.0328,2.0266,2.0311,BRL
2012-07-10,2.0273,2.041,2.023,2.0328,BRL
2012-07-11,2.0337,2.0406,2.0255,2.0338,BRL
2012-07-12,2.0361,2.0522,2.036,2.0371,BRL
2012-07-13,2.0377,2.0422,2.0288,2.0367,BRL
2012-07-16,2.0362,2.0439,2.0326,2.0343,BRL
2012-07-17,2.0353,2.0401,2.0197,2.0207,BRL
2012-07-18,2.0209,2.0299,2.0163,2.022,BRL
2012-07-19,2.0226,2.0277,2.0096,2.0114,BRL
2012-07-20,2.0123,2.0279,2.0115,2.0233,BRL
2012-07-23,2.0233,2.0459,2.0233,2.0382,BRL
2012-07-24,2.0385,2.0524,2.0353,2.0467,BRL
2012-07-25,2.0478,2.0478,2.0326,2.0328,BRL
2012-07-26,2.0331,2.0347,2.0182,2.0202,BRL
2012-07-27,2.0214,2.0293,2.008,2.0208,BRL
2012-07-30,2.021,2.0428,2.021,2.0395,BRL
2012-07-31,2.0407,2.057,2.0383,2.0563,BRL
2012-08-01,2.0568,2.057,2.037,2.0441,BRL
2012-08-02,2.0443,2.0536,2.0321,2.049,BRL
2012-08-03,2.0498,2.0503,2.0216,2.0275,BRL
2012-08-06,2.029,2.0323,2.024,2.0305,BRL
2012-08-07,2.0312,2.0323,2.0227,2.0275,BRL
2012-08-08,2.0317,2.0358,2.0185,2.0195,BRL
2012-08-09,2.0209,2.0269,2.0128,2.012,BRL
2012-08-10,2.0133,2.0225,2.0122,2.0137,BRL
2012-08-13,2.0153,2.03,2.0149,2.0197,BRL
2012-08-14,2.0207,2.029,2.0165,2.0259,BRL
2012-08-15,2.0266,2.0305,2.0189,2.0218,BRL
2012-08-16,2.0232,2.0278,2.0167,2.0166,BRL
2012-08-17,2.0173,2.0236,2.0135,2.0145,BRL
2012-08-20,2.0157,2.0226,2.0149,2.0165,BRL
2012-08-21,2.0167,2.023,2.0056,2.0156,BRL
2012-08-22,2.0159,2.0228,2.0145,2.0155,BRL
2012-08-23,2.0172,2.0269,2.0158,2.0231,BRL
2012-08-24,2.0237,2.0358,2.0193,2.0266,BRL
2012-08-27,2.0252,2.0355,2.0232,2.0338,BRL
2012-08-28,2.0342,2.0528,2.0314,2.043,BRL
2012-08-29,2.045,2.0547,2.0434,2.0496,BRL
2012-08-30,2.0502,2.0567,2.0434,2.0484,BRL
2012-08-31,2.0488,2.0513,2.0258,2.028,BRL
2012-09-03,2.0304,2.0347,2.0275,2.0321,BRL
2012-09-04,2.0328,2.0441,2.0283,2.042,BRL
2012-09-05,2.0427,2.0454,2.0351,2.0391,BRL
2012-09-06,2.0393,2.0427,2.027,2.0274,BRL
2012-09-07,2.0281,2.0281,2.0281,2.0274,BRL
2012-09-10,2.0287,2.0298,2.0189,2.0221,BRL
2012-09-11,2.0227,2.0309,2.0147,2.016,BRL
2012-09-12,2.0167,2.029,2.0136,2.0264,BRL
2012-09-13,2.0263,2.0296,2.0168,2.0206,BRL
2012-09-14,2.021,2.0226,2.0066,2.0113,BRL
2012-09-17,2.0119,2.0341,2.0119,2.0321,BRL
2012-09-18,2.033,2.0361,2.0206,2.0226,BRL
2012-09-19,2.0231,2.0271,2.0209,2.0235,BRL
2012-09-20,2.0244,2.0306,2.0198,2.0205,BRL
2012-09-21,2.0213,2.0262,2.0206,2.0213,BRL
2012-09-24,2.0236,2.0305,2.0234,2.0258,BRL
2012-09-25,2.0263,2.0323,2.0228,2.0306,BRL
2012-09-26,2.0312,2.0365,2.0269,2.0355,BRL
2012-09-27,2.0363,2.0374,2.0285,2.0285,BRL
2012-09-28,2.0296,2.0355,2.0242,2.0255,BRL
2012-10-01,2.029,2.0294,2.0217,2.026,BRL
2012-10-02,2.0261,2.0289,2.0226,2.025,BRL
2012-10-03,2.0282,2.0293,2.0216,2.0214,BRL
2012-10-04,2.0218,2.0245,2.0168,2.0174,BRL
2012-10-05,2.0178,2.0343,2.0157,2.03,BRL
2012-10-08,2.0317,2.0343,2.0281,2.029,BRL
2012-10-09,2.0298,2.0382,2.0276,2.0355,BRL
2012-10-10,2.0363,2.0438,2.0306,2.042,BRL
2012-10-11,2.0426,2.0433,2.0346,2.0415,BRL
2012-10-12,2.0419,2.0445,2.0419,2.0436,BRL
2012-10-15,2.044,2.044,2.0305,2.0353,BRL
2012-10-16,2.0363,2.0376,2.0302,2.032,BRL
2012-10-17,2.0366,2.0366,2.0294,2.0316,BRL
2012-10-18,2.0319,2.0345,2.0252,2.0256,BRL
2012-10-19,2.0264,2.0296,2.0258,2.027,BRL
2012-10-22,2.0281,2.0285,2.0233,2.0238,BRL
2012-10-23,2.0247,2.0314,2.0244,2.0265,BRL
2012-10-24,2.027,2.0287,2.0233,2.0245,BRL
2012-10-25,2.0244,2.0274,2.0234,2.0245,BRL
2012-10-26,2.027,2.0275,2.0245,2.0265,BRL
2012-10-29,2.027,2.0339,2.027,2.0333,BRL
2012-10-30,2.0336,2.0336,2.0293,2.0303,BRL
2012-10-31,2.0307,2.0348,2.0266,2.0306,BRL
2012-11-01,2.0309,2.0319,2.0296,2.03,BRL
2012-11-02,2.031,2.0316,2.031,2.0303,BRL
2012-11-05,2.0316,2.0355,2.0311,2.0349,BRL
2012-11-06,2.0353,2.0353,2.0306,2.0319,BRL
2012-11-07,2.0321,2.0356,2.0303,2.033,BRL
2012-11-08,2.0343,2.0425,2.0323,2.0402,BRL
2012-11-09,2.0404,2.0674,2.0401,2.0455,BRL
2012-11-12,2.0463,2.0551,2.0424,2.0507,BRL
2012-11-13,2.051,2.0742,2.0509,2.0575,BRL
2012-11-14,2.0583,2.0713,2.0558,2.0666,BRL
2012-11-15,2.0669,2.067,2.0663,2.066,BRL
2012-11-16,2.0665,2.0871,2.0664,2.0835,BRL
2012-11-19,2.0842,2.0864,2.0689,2.0755,BRL
2012-11-20,2.0763,2.0809,2.0763,2.08,BRL
2012-11-21,2.0805,2.0999,2.0805,2.0984,BRL
2012-11-22,2.0988,2.1069,2.0885,2.104,BRL
2012-11-23,2.1048,2.1174,2.0793,2.0812,BRL
2012-11-26,2.0816,2.0866,2.0723,2.0829,BRL
2012-11-27,2.083,2.0846,2.071,2.0838,BRL
2012-11-28,2.0842,2.0952,2.0827,2.092,BRL
2012-11-29,2.0928,2.111,2.0866,2.098,BRL
2012-11-30,2.0988,2.1373,2.0942,2.135,BRL
2012-12-03,2.1361,2.1388,2.0966,2.119,BRL
2012-12-04,2.1193,2.1255,2.1005,2.1195,BRL
2012-12-05,2.1197,2.1197,2.0871,2.0875,BRL
2012-12-06,2.0879,2.0879,2.0743,2.077,BRL
2012-12-07,2.0728,2.0921,2.0712,2.074,BRL
2012-12-10,2.0748,2.083,2.073,2.076,BRL
2012-12-11,2.0768,2.082,2.0718,2.0782,BRL
2012-12-12,2.0787,2.082,2.0694,2.071,BRL
2012-12-13,2.072,2.0864,2.0717,2.0846,BRL
2012-12-14,2.0852,2.0891,2.0773,2.0847,BRL
2012-12-17,2.0856,2.1016,2.0833,2.0987,BRL
2012-12-18,2.0995,2.1018,2.085,2.0879,BRL
2012-12-19,2.0891,2.0905,2.067,2.0714,BRL
2012-12-20,2.0717,2.0727,2.0546,2.0691,BRL
2012-12-21,2.0725,2.0807,2.0677,2.0772,BRL
2012-12-24,2.0772,2.0772,2.0772,2.0772,BRL
2012-12-25,2.0772,2.0772,2.0772,2.0772,BRL
2012-12-26,2.0774,2.0774,2.0395,2.0486,BRL
2012-12-27,2.0491,2.056,2.0398,2.0422,BRL
2012-12-28,2.0435,2.0484,2.0388,2.047,BRL
2012-12-31,2.0475,2.0485,2.0475,2.0475,BRL
2013-01-01,2.0475,2.0475,2.0475,2.0475,BRL
2013-01-02,2.0333,2.047,2.0323,2.0443,BRL
2013-01-03,2.0483,2.0502,2.0336,2.0452,BRL
2013-01-04,2.0468,2.0505,2.0318,2.034,BRL
2013-01-07,2.0348,2.0373,2.0233,2.026,BRL
2013-01-08,2.0268,2.0419,2.0205,2.0413,BRL
2013-01-09,2.0416,2.0461,2.035,2.0378,BRL
2013-01-10,2.0426,2.0428,2.0279,2.0287,BRL
2013-01-11,2.029,2.0392,2.0288,2.033,BRL
2013-01-14,2.0298,2.0361,2.0298,2.0316,BRL
2013-01-15,2.0319,2.0395,2.0304,2.0355,BRL
2013-01-16,2.0358,2.0458,2.0329,2.0422,BRL
2013-01-17,2.0424,2.0459,2.0375,2.0383,BRL
2013-01-18,2.0385,2.0462,2.0385,2.0405,BRL
2013-01-21,2.0403,2.0431,2.0403,2.0416,BRL
2013-01-22,2.0418,2.0508,2.0387,2.0426,BRL
2013-01-23,2.0423,2.0451,2.0351,2.035,BRL
2013-01-24,2.0354,2.0375,2.0273,2.029,BRL
2013-01-25,2.03,2.0306,2.0285,2.029,BRL
2013-01-28,2.0305,2.0366,1.9939,1.995,BRL
2013-01-29,1.9958,1.9993,1.9831,1.9855,BRL
2013-01-30,1.9859,2.0006,1.9821,1.9902,BRL
2013-01-31,1.9873,1.993,1.9813,1.9902,BRL
2013-02-01,1.9908,1.9927,1.9785,1.987,BRL
2013-02-04,1.9878,1.9974,1.9846,1.9958,BRL
2013-02-05,1.9961,1.9961,1.9817,1.9836,BRL
2013-02-06,1.9845,1.9917,1.9835,1.9899,BRL
2013-02-07,1.9904,1.9921,1.9607,1.9663,BRL
2013-02-08,1.9667,1.9793,1.9507,1.9725,BRL
2013-02-11,1.969,1.9735,1.969,1.9724,BRL
2013-02-12,1.9728,1.9728,1.969,1.968,BRL
2013-02-13,1.9703,1.9703,1.9637,1.964,BRL
2013-02-14,1.9648,1.9703,1.9561,1.957,BRL
2013-02-15,1.9578,1.9701,1.9494,1.968,BRL
2013-02-18,1.9688,1.9703,1.9595,1.9624,BRL
2013-02-19,1.9634,1.9649,1.9537,1.9535,BRL
2013-02-20,1.9543,1.9666,1.9532,1.9608,BRL
2013-02-21,1.9611,1.9797,1.9611,1.9733,BRL
2013-02-22,1.9736,1.9744,1.9636,1.9724,BRL
2013-02-25,1.9743,1.9851,1.9633,1.9825,BRL
2013-02-26,1.9836,1.9938,1.9745,1.9815,BRL
2013-02-27,1.9838,1.9839,1.9708,1.9725,BRL
2013-02-28,1.9763,1.9804,1.9671,1.9795,BRL
2013-03-01,1.976,1.9882,1.976,1.9785,BRL
2013-03-04,1.9826,1.987,1.9696,1.97,BRL
2013-03-05,1.9708,1.9733,1.9633,1.9641,BRL
2013-03-06,1.9643,1.9718,1.9618,1.97,BRL
2013-03-07,1.9671,1.9726,1.9565,1.9605,BRL
2013-03-08,1.9608,1.9629,1.9423,1.9435,BRL
2013-03-11,1.948,1.9633,1.9415,1.9555,BRL
2013-03-12,1.9568,1.9659,1.9538,1.9644,BRL
2013-03-13,1.9648,1.9793,1.9583,1.9715,BRL
2013-03-14,1.972,1.9778,1.9638,1.9713,BRL
2013-03-15,1.9723,1.9848,1.964,1.981,BRL
2013-03-18,1.9862,1.9904,1.9808,1.9815,BRL
2013-03-19,1.982,1.9886,1.9763,1.9845,BRL
2013-03-20,1.9858,1.9923,1.9758,1.9895,BRL
2013-03-21,1.988,2.0135,1.9873,2.0075,BRL
2013-03-22,2.0082,2.0198,2.003,2.0088,BRL
2013-03-25,2.0096,2.0186,2.0027,2.0117,BRL
2013-03-26,2.0126,2.0177,2.003,2.017,BRL
2013-03-27,2.0174,2.0275,2.0062,2.0104,BRL
2013-03-28,2.011,2.0229,2.0038,2.0213,BRL
2013-03-29,2.0222,2.0243,2.0222,2.0235,BRL
2013-04-01,2.0186,2.0235,2.0155,2.0195,BRL
2013-04-02,2.021,2.025,2.0152,2.0186,BRL
2013-04-03,2.0193,2.0285,2.0168,2.0237,BRL
2013-04-04,2.0244,2.028,2.01,2.0131,BRL
2013-04-05,2.014,2.0183,1.985,1.9849,BRL
2013-04-08,1.989,1.9941,1.9777,1.9916,BRL
2013-04-09,1.992,1.9931,1.979,1.9805,BRL
2013-04-10,1.9814,1.9869,1.9718,1.9739,BRL
2013-04-11,1.9743,1.9772,1.9668,1.9735,BRL
2013-04-12,1.9769,1.9815,1.9633,1.9692,BRL
2013-04-15,1.9698,2.0094,1.9695,2.0002,BRL
2013-04-16,2.0012,2.0029,1.9817,1.986,BRL
2013-04-17,1.9876,2.0082,1.984,2.0009,BRL
2013-04-18,2.0012,2.0228,1.9968,2.018,BRL
2013-04-19,2.0193,2.0197,2.0015,2.0102,BRL
2013-04-22,2.0107,2.0218,2.005,2.0209,BRL
2013-04-23,2.021,2.03,2.0103,2.0245,BRL
2013-04-24,2.0248,2.0264,2.0085,2.0104,BRL
2013-04-25,2.011,2.0141,2.0012,2.0012,BRL
2013-04-26,2.0019,2.0045,1.9958,1.9985,BRL
2013-04-29,2.0002,2.0092,1.9908,2.0075,BRL
2013-04-30,2.0081,2.013,1.996,2.001,BRL
2013-05-01,2.0016,2.0085,2.001,2.001,BRL
2013-05-02,2.0046,2.0162,1.9993,2.009,BRL
2013-05-03,2.0102,2.0149,2.0047,2.0087,BRL
2013-05-06,2.0103,2.0176,2.0083,2.0093,BRL
2013-05-07,2.0091,2.0149,2.0015,2.0075,BRL
2013-05-08,2.009,2.0092,1.9978,2.0047,BRL
2013-05-09,2.0054,2.0167,1.9945,2.013,BRL
2013-05-10,2.0113,2.0299,2.0113,2.0198,BRL
2013-05-13,2.0172,2.0246,2.0064,2.0072,BRL
2013-05-14,2.0081,2.0216,2.0027,2.0199,BRL
2013-05-15,2.0209,2.0336,2.0147,2.022,BRL
2013-05-16,2.0224,2.038,2.0217,2.0265,BRL
2013-05-17,2.0268,2.0416,2.0254,2.0345,BRL
2013-05-20,2.036,2.0412,2.0264,2.039,BRL
2013-05-21,2.0397,2.0469,2.0316,2.0406,BRL
2013-05-22,2.0404,2.0518,2.0312,2.0487,BRL
2013-05-23,2.049,2.0561,2.0416,2.0439,BRL
2013-05-24,2.0445,2.0561,2.0426,2.0512,BRL
2013-05-27,2.0519,2.0576,2.0473,2.0543,BRL
2013-05-28,2.0568,2.0765,2.0511,2.0749,BRL
2013-05-29,2.0759,2.1155,2.0693,2.1101,BRL
2013-05-30,2.1097,2.1103,2.1097,2.1095,BRL
2013-05-31,2.1215,2.1513,2.1165,2.1418,BRL
2013-06-03,2.144,2.144,2.1237,2.124,BRL
2013-06-04,2.1246,2.15,2.1105,2.1249,BRL
2013-06-05,2.1258,2.1496,2.0841,2.1282,BRL
2013-06-06,2.1271,2.1323,2.1136,2.1299,BRL
2013-06-07,2.13,2.1535,2.1242,2.1308,BRL
2013-06-10,2.1378,2.16,2.1334,2.1457,BRL
2013-06-11,2.1464,2.1666,2.1272,2.1318,BRL
2013-06-12,2.1327,2.1583,2.1233,2.155,BRL
2013-06-13,2.1556,2.1559,2.1171,2.1215,BRL
2013-06-14,2.1214,2.1541,2.1197,2.1517,BRL
2013-06-17,2.1493,2.1782,2.1434,2.1698,BRL
2013-06-18,2.1704,2.1862,2.1598,2.18,BRL
2013-06-19,2.1818,2.236,2.1667,2.2238,BRL
2013-06-20,2.2249,2.2777,2.2227,2.258,BRL
2013-06-21,2.2588,2.2753,2.2348,2.2415,BRL
2013-06-24,2.2453,2.2649,2.2144,2.2257,BRL
2013-06-25,2.2263,2.2311,2.2043,2.2137,BRL
2013-06-26,2.2137,2.2143,2.1841,2.1865,BRL
2013-06-27,2.1868,2.1991,2.1753,2.1987,BRL
2013-06-28,2.1982,2.2345,2.1982,2.2315,BRL
2013-07-01,2.229,2.2373,2.2165,2.228,BRL
2013-07-02,2.2287,2.2553,2.2263,2.254,BRL
2013-07-03,2.2547,2.2718,2.2505,2.2676,BRL
