Date,Open,High,Low,Close,Currency
2025-11-03,1445.0,1480.75,1436.5,1480.25,ARS
2025-11-04,1482.5,1487.75,1455.25,1457.75,ARS
2025-11-05,1455.0,1457.5,1442.5,1450.75,ARS
2025-11-06,1450.75,1450.995,1449.505,1450.75,ARS
2025-11-07,1450.0,1460.0,1417.0,1417.0,ARS
2025-11-10,1425.0,1436.75,1408.0,1419.995,ARS
2025-11-11,1419.995,1431.0,1407.5,1410.0,ARS
2025-11-12,1412.5,1417.0,1390.0,1408.5,ARS
2025-11-13,1407.5,1418.0,1396.5,1408.0,ARS
2025-11-14,1408.097,1408.1451,1401.9397,1403.494,ARS
